DATE,PHARMACY,LOCATION,DRUG,BRAND,PRICE,QUANTITY,TOTAL COST ,AVG. PRICE,70% AVG. PRICE,PRICE RISK,PRICE RISK SCORE,AVG. QTY,1.5 OF AVG. QTY,QTY RISK,QTY_RISK_SCORE,SUPPLIER_NAME,BATCH_NUMBER,EXPIRY_DATE,DAYS_TO_EXPIRY,EXPIRY_RISK,EXPIRY_RISK_SCORE,SALES_CHANNEL,DRUG_FORM,Column2
10-07-24,Doyle Ltd,Urban,Paracetamol,FarmaTrust,2251.19,63,141824.97,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,"Daniels, Adkins And Brown",LT-75830-VG,03-04-27,997.00,Low Risk,0,In-Store,Tablet,1
10-07-24,Dudley Group,Urban,Metformin,PharmaTrust,1733.73,46,79751.58,2644.11,1850.87,High Risk,1,52,77,Low Risk,0,Gomez-Jenkins,XZ-58087-OP,09-11-25,487.00,Low Risk,0,Mobile Van,Tablet,1
10-07-24,"Dyer, Potter And Mack",Rural,Ibuprofen,HealthFirst,893.83,83,74187.89,2543.53,1780.47,High Risk,1,49,73,High Risk,1,"Hensley, Powell And David",PI-69649-JX,28-03-26,626.00,Low Risk,0,Market Stall,Injection,3
10-07-24,"Ferrell, Rice And Maddox",Rural,Ciprofloxacin,MediPlus,839.84,8,6718.72,2610.77,1827.54,High Risk,1,51,76,Low Risk,0,"Hensley, Powell And David",OL-14928-AL,08-07-25,363.00,Low Risk,0,Mobile Van,Injection,3
10-07-24,Frazier Inc,Urban,Ibuprofen,PharmaTrust,3374.49,78,263210.22,2543.53,1780.47,Low Risk,0,49,73,High Risk,1,Jones Inc,XR-17749-KE,31-03-27,994.00,Low Risk,0,Mobile Van,Tablet,1
10-07-24,"Gardner, Robinson And Lawrence",Urban,Ibuprofen,BioCare,1438.83,52,74819.16,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,Jones Inc,UX-97620-OO,29-11-25,507.00,Low Risk,0,Mobile Van,Syrup,2
10-07-24,George Group,Rural,Metformin,MediPlus,1174.86,27,31721.22,2644.11,1850.87,High Risk,1,52,77,Low Risk,0,Russell Group,HX-69552-ZL,31-03-27,994.00,Low Risk,0,Market Stall,Tablet,1
10-07-24,"Guzman, Hoffman And Baldwin",Urban,Azithromycin,HealthFirst,4731.96,41,194010.36,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Brown, Valdez And Lucas",MT-35636-WM,16-01-27,920.00,Low Risk,0,Market Stall,Tablet,1
10-07-24,Harrell Llc,Urban,Artemisinin,BioCare,2173.72,36,78253.92,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Yu Inc,FT-06503-KF,17-08-26,768.00,Low Risk,0,Mobile Van,Tablet,1
10-07-24,Harrell Llc,Rural,Azithromycin,MediPlus,2126.13,42,89297.46,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Henderson-Bernard,OA-01125-EP,24-05-26,683.00,Low Risk,0,Market Stall,Syrup,2
10-07-24,Harrell Llc,Rural,Ciprofloxacin,FarmaTrust,4987.62,24,119702.88,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,Russell Group,OU-17827-ZC,24-01-26,563.00,Low Risk,0,Mobile Van,Injection,3
10-07-24,"Harris, Collins And Carney",Rural,Amoxicillin,PharmaTrust,3520.53,66,232354.98,2624.80,1837.36,Low Risk,0,51,76,Low Risk,0,Novak Plc,XK-89654-NF,05-10-26,817.00,Low Risk,0,In-Store,Capsule,4
10-07-24,Hickman Ltd,Rural,Paracetamol,HealthFirst,1519.91,58,88154.78,2636.16,1845.31,High Risk,1,49,74,Low Risk,0,Jones Inc,QE-65199-BE,26-09-25,443.00,Low Risk,0,In-Store,Tablet,1
10-07-24,"Hoffman, Baker And Richards",Rural,Azithromycin,MediPlus,4380,73,319740,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Russell Group,UE-14564-IW,22-08-25,408.00,Low Risk,0,Market Stall,Capsule,4
10-07-24,James Group,Urban,Amlodipine,BioCare,523.95,26,13622.7,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,Wright And Sons,IN-16509-OI,16-06-25,341.00,Low Risk,0,Market Stall,Syrup,2
10-07-24,"Mcclain, Miller And Henderson",Rural,Metformin,MediPlus,2885.89,40,115435.6,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,"Washington, Ryan And Cummings",DB-25962-SK,11-08-25,397.00,Low Risk,0,Mobile Van,Tablet,1
10-07-24,"Mcclure, Ward And Lee",Urban,Coartem,PharmaTrust,994.91,10,9949.1,2523.47,1766.43,High Risk,1,51,77,Low Risk,0,Williams Plc,QP-97552-PG,03-12-25,511.00,Low Risk,0,Market Stall,Injection,3
10-07-24,"Mcclure, Ward And Lee",Urban,Paracetamol,PharmaTrust,4652.4,30,139572,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,"Robinson, Jones And Welch",FA-09165-IC,20-05-25,314.00,Low Risk,0,Market Stall,Capsule,4
10-07-24,Morales-Jones,Rural,Ciprofloxacin,MediPlus,4358,57,248406,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,Yu Inc,LQ-32750-RT,21-01-27,925.00,Low Risk,0,In-Store,Tablet,1
10-07-24,"Reid, Ferguson And Sanchez",Rural,Amoxicillin,PharmaTrust,3449.76,94,324277.44,2624.80,1837.36,Low Risk,0,51,76,High Risk,1,Jones Inc,TS-36293-KC,01-09-26,783.00,Low Risk,0,Mobile Van,Capsule,4
10-07-24,"Reid, Ferguson And Sanchez",Urban,Azithromycin,BioCare,4282.12,95,406801.4,2628.19,1839.74,Low Risk,0,50,75,High Risk,1,Hancock Inc,SY-25114-LD,08-06-26,698.00,Low Risk,0,Market Stall,Tablet,1
10-07-24,Rodriguez Llc,Urban,Amoxicillin,HealthFirst,4799.15,92,441521.8,2624.80,1837.36,Low Risk,0,51,76,High Risk,1,Hancock Inc,NJ-66606-JS,28-11-26,871.00,Low Risk,0,Market Stall,Capsule,4
10-07-24,"Rodriguez, Figueroa And Sanchez",Rural,Artemisinin,FarmaTrust,4603.68,26,119695.68,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Jones Inc,BE-38133-OR,15-01-26,554.00,Low Risk,0,Mobile Van,Tablet,1
10-07-24,"Ross, Robinson And Bright",Urban,Artemisinin,HealthFirst,4193.84,84,352282.56,2588.57,1812.00,Low Risk,0,52,78,High Risk,1,"Robinson, Jones And Welch",TR-17774-JL,16-08-25,402.00,Low Risk,0,Mobile Van,Injection,3
10-07-24,Smith-Bowen,Rural,Artemisinin,HealthFirst,310.98,72,22390.56,2588.57,1812.00,High Risk,1,52,78,Low Risk,0,"Hensley, Powell And David",WS-21337-UT,06-10-26,818.00,Low Risk,0,Mobile Van,Syrup,2
11-07-24,Abbott-Munoz,Urban,Chloroquine,HealthFirst,4646.67,94,436786.98,2656.70,1859.69,Low Risk,0,51,77,High Risk,1,"Woods, Calhoun And Schmidt",WM-64245-TJ,14-05-25,307.00,Low Risk,0,In-Store,Tablet,1
11-07-24,Abbott-Munoz,Rural,Artemisinin,HealthFirst,3222.2,28,90221.6,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,"Brooks, Lam And Hayes",AD-38613-SS,14-02-27,948.00,Low Risk,0,Mobile Van,Capsule,4
11-07-24,"Adams, Zuniga And Wong",Rural,Artemisinin,HealthFirst,1147.89,73,83795.97,2588.57,1812.00,High Risk,1,52,78,Low Risk,0,"Brown, Valdez And Lucas",JQ-48002-AQ,24-08-25,409.00,Low Risk,0,Mobile Van,Capsule,4
11-07-24,Allen-Allen,Urban,Chloroquine,PharmaTrust,1612.16,56,90280.96,2656.70,1859.69,High Risk,1,51,77,Low Risk,0,Gomez-Jenkins,QA-77029-DC,07-01-26,545.00,Low Risk,0,In-Store,Syrup,2
11-07-24,"Arroyo, Miller And Tucker",Rural,Chloroquine,PharmaTrust,2006.6,6,12039.6,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,Baxter Inc,TQ-57961-SB,11-06-25,335.00,Low Risk,0,Market Stall,Tablet,1
11-07-24,"Arroyo, Miller And Tucker",Rural,Ibuprofen,MediPlus,3949.67,5,19748.35,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Russell Group,WV-48110-BI,16-12-26,888.00,Low Risk,0,Market Stall,Capsule,4
11-07-24,Burton Ltd,Rural,Ibuprofen,MediPlus,3329.34,26,86562.84,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Wright And Sons,JK-52439-MO,06-02-26,575.00,Low Risk,0,In-Store,Tablet,1
11-07-24,Carlson-Cruz,Rural,Amoxicillin,HealthFirst,3699.97,69,255297.93,2624.80,1837.36,Low Risk,0,51,76,Low Risk,0,Lee-Davis,OY-73448-XA,06-05-26,664.00,Low Risk,0,Mobile Van,Capsule,4
11-07-24,Davis And Sons,Urban,Metformin,HealthFirst,1696.43,21,35625.03,2644.11,1850.87,High Risk,1,52,77,Low Risk,0,"Robinson, Jones And Welch",JE-71859-IY,21-01-27,924.00,Low Risk,0,Market Stall,Injection,3
11-07-24,Davis And Sons,Urban,Ciprofloxacin,MediPlus,3442.92,80,275433.6,2610.77,1827.54,Low Risk,0,51,76,High Risk,1,"West, Henderson And Ramirez",AP-31612-MN,13-08-25,398.00,Low Risk,0,Market Stall,Tablet,1
11-07-24,Doyle Ltd,Rural,Amoxicillin,HealthFirst,1279.58,34,43505.72,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,"Washington, Ryan And Cummings",YM-79716-JV,09-12-25,516.00,Low Risk,0,In-Store,Syrup,2
11-07-24,Doyle Ltd,Urban,Paracetamol,MediPlus,2227.88,45,100254.6,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,Walker Llc,PP-67160-PG,23-12-25,530.00,Low Risk,0,Mobile Van,Capsule,4
11-07-24,Dudley Group,Urban,Azithromycin,PharmaTrust,2854.16,11,31395.76,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Powell Llc,OH-20659-JQ,02-06-26,691.00,Low Risk,0,Market Stall,Injection,3
11-07-24,"Dyer, Potter And Mack",Urban,Metformin,BioCare,1740.65,28,48738.2,2644.11,1850.87,High Risk,1,52,77,Low Risk,0,Chapman And Sons,RV-19854-ID,27-03-26,624.00,Low Risk,0,Market Stall,Syrup,2
11-07-24,"Flowers, Martin And Kelly",Urban,Metformin,MediPlus,3853.05,74,285125.7,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Powell Llc,YC-85934-FX,06-10-25,452.00,Low Risk,0,In-Store,Tablet,1
11-07-24,Frazier Inc,Urban,Amlodipine,HealthFirst,616.17,47,28959.99,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,Chapman And Sons,PX-91038-LE,16-10-26,827.00,Low Risk,0,Market Stall,Syrup,2
11-07-24,Galloway-Wyatt,Urban,Ibuprofen,BioCare,2584.3,40,103372,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Jones Inc,HE-61449-LJ,25-01-27,928.00,Low Risk,0,Mobile Van,Tablet,1
11-07-24,Garcia-James,Urban,Paracetamol,PharmaTrust,1635.89,24,39261.36,2636.16,1845.31,High Risk,1,49,74,Low Risk,0,"Johnston, Sanchez And Kennedy",PJ-19617-WG,19-02-27,953.00,Low Risk,0,In-Store,Capsule,4
11-07-24,"Gardner, Robinson And Lawrence",Urban,Ciprofloxacin,BioCare,4394.7,88,386733.6,2610.77,1827.54,Low Risk,0,51,76,High Risk,1,"Woods, Calhoun And Schmidt",RQ-45280-OM,11-09-25,427.00,Low Risk,0,Market Stall,Injection,3
11-07-24,Gray-Mayo,Urban,Paracetamol,MediPlus,4326.4,91,393702.4,2636.16,1845.31,Low Risk,0,49,74,High Risk,1,"Washington, Ryan And Cummings",BB-18003-AB,19-11-26,861.00,Low Risk,0,Mobile Van,Syrup,2
11-07-24,"Harris, Collins And Carney",Urban,Paracetamol,BioCare,2893.01,16,46288.16,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,Gray Group,KM-77674-BF,04-12-26,876.00,Low Risk,0,Market Stall,Tablet,1
11-07-24,"Hoffman, Baker And Richards",Urban,Amoxicillin,MediPlus,3153.91,82,258620.62,2624.80,1837.36,Low Risk,0,51,76,High Risk,1,Walker Llc,PL-09587-BK,14-05-25,307.00,Low Risk,0,Mobile Van,Syrup,2
11-07-24,"Reid, Ferguson And Sanchez",Urban,Coartem,MediPlus,2430.35,93,226022.55,2523.47,1766.43,Low Risk,0,51,77,High Risk,1,Russell Group,VR-57232-WT,10-02-27,944.00,Low Risk,0,Mobile Van,Injection,3
11-07-24,"Rodriguez, Figueroa And Sanchez",Urban,Amoxicillin,BioCare,1865.12,92,171591.04,2624.80,1837.36,Low Risk,0,51,76,High Risk,1,Baxter Inc,AO-08724-ZS,07-06-26,696.00,Low Risk,0,Market Stall,Injection,3
11-07-24,"Romero, Gonzalez And Brooks",Rural,Chloroquine,HealthFirst,434.81,19,8261.39,2656.70,1859.69,High Risk,1,51,77,Low Risk,0,Walker Llc,EY-94070-QR,22-09-26,803.00,Low Risk,0,Market Stall,Injection,3
11-07-24,"Ross, Robinson And Bright",Urban,Chloroquine,MediPlus,2670.74,87,232354.38,2656.70,1859.69,Low Risk,0,51,77,High Risk,1,Powell Llc,JI-96271-XB,12-10-25,458.00,Low Risk,0,In-Store,Tablet,1
11-07-24,Ryan Plc,Rural,Azithromycin,BioCare,3969.6,39,154814.4,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Lee-Davis,SU-80118-JL,21-01-26,559.00,Low Risk,0,Market Stall,Tablet,1
11-07-24,Ryan Plc,Rural,Paracetamol,FarmaTrust,2155.91,79,170316.89,2636.16,1845.31,Low Risk,0,49,74,High Risk,1,Novak Plc,ES-00455-PG,13-03-27,975.00,Low Risk,0,Market Stall,Syrup,2
11-07-24,"Walter, Edwards And Rios",Rural,Ibuprofen,PharmaTrust,1174.8,31,36418.8,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,"Brooks, Lam And Hayes",QF-63409-LZ,03-11-26,845.00,Low Risk,0,Mobile Van,Capsule,4
11-07-24,"Watts, Robinson And Nguyen",Urban,Ibuprofen,HealthFirst,3376.76,13,43897.88,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Gomez-Jenkins,FR-61404-AE,09-08-26,759.00,Low Risk,0,In-Store,Injection,3
11-07-24,"Watts, Robinson And Nguyen",Urban,Chloroquine,BioCare,4444.07,29,128878.03,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,Wright And Sons,HY-77793-TB,15-11-25,492.00,Low Risk,0,Market Stall,Syrup,2
11-07-24,Wilkerson-Day,Rural,Paracetamol,BioCare,4354.64,74,322243.36,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,"West, Henderson And Ramirez",NN-57422-SJ,14-08-25,399.00,Low Risk,0,In-Store,Syrup,2
12-07-24,Abbott-Munoz,Rural,Amoxicillin,FarmaTrust,2556.81,66,168749.46,2624.80,1837.36,Low Risk,0,51,76,Low Risk,0,Novak Plc,XZ-14249-AL,17-07-26,735.00,Low Risk,0,Mobile Van,Tablet,1
12-07-24,Abbott-Munoz,Rural,Ibuprofen,MediPlus,547.9,21,11505.9,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,Lee-Davis,RJ-51178-WL,29-06-26,717.00,Low Risk,0,Market Stall,Syrup,2
12-07-24,Abbott-Munoz,Rural,Amoxicillin,HealthFirst,4210.62,99,416851.38,2624.80,1837.36,Low Risk,0,51,76,High Risk,1,"Robinson, Jones And Welch",ZO-98724-UJ,05-07-25,358.00,Low Risk,0,Mobile Van,Capsule,4
12-07-24,Blake And Sons,Urban,Chloroquine,PharmaTrust,4981.13,60,298867.8,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,Powell Llc,ZU-44358-RL,09-03-27,970.00,Low Risk,0,Mobile Van,Injection,3
12-07-24,Blake And Sons,Rural,Coartem,PharmaTrust,1361.15,22,29945.3,2523.47,1766.43,High Risk,1,51,77,Low Risk,0,"Hensley, Powell And David",LW-59748-ZR,12-08-25,396.00,Low Risk,0,Market Stall,Tablet,1
12-07-24,Carlson-Cruz,Rural,Azithromycin,MediPlus,1698.43,21,35667.03,2628.19,1839.74,High Risk,1,50,75,Low Risk,0,"Daniels, Adkins And Brown",YJ-23330-NN,27-07-26,745.00,Low Risk,0,Mobile Van,Tablet,1
12-07-24,Doyle Ltd,Rural,Ibuprofen,FarmaTrust,356.84,4,1427.36,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,Jones Inc,AJ-82023-TQ,19-03-27,980.00,Low Risk,0,Mobile Van,Injection,3
12-07-24,Doyle Ltd,Urban,Metformin,MediPlus,2496.16,42,104838.72,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,"Washington, Ryan And Cummings",UA-48990-TQ,07-01-27,909.00,Low Risk,0,Mobile Van,Injection,3
12-07-24,"Dyer, Potter And Mack",Rural,Artemisinin,PharmaTrust,3303.49,10,33034.9,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,"Stanley, Tucker And Lee",IV-97359-MM,19-12-26,890.00,Low Risk,0,Market Stall,Syrup,2
12-07-24,"Dyer, Potter And Mack",Urban,Artemisinin,PharmaTrust,4526.11,3,13578.33,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Novak Plc,CV-97505-MW,27-12-26,898.00,Low Risk,0,Market Stall,Tablet,1
12-07-24,"Ferrell, Rice And Maddox",Urban,Ciprofloxacin,MediPlus,3842.52,39,149858.28,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,Hancock Inc,MS-15377-VL,09-07-26,727.00,Low Risk,0,Market Stall,Syrup,2
12-07-24,"Flowers, Martin And Kelly",Urban,Amoxicillin,PharmaTrust,696.38,5,3481.9,2624.80,1837.36,High Risk,1,51,76,Low Risk,0,Gomez-Jenkins,KL-54351-BT,30-01-26,567.00,Low Risk,0,In-Store,Tablet,1
12-07-24,Frazier Inc,Urban,Azithromycin,BioCare,3846.12,44,169229.28,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,Russell Group,XA-57076-KQ,24-02-26,592.00,Low Risk,0,Market Stall,Tablet,1
12-07-24,Garcia-James,Rural,Amlodipine,MediPlus,4626.29,20,92525.8,2698.49,1888.95,Low Risk,0,51,77,Low Risk,0,"Brown, Valdez And Lucas",GW-39937-GY,24-07-25,377.00,Low Risk,0,Market Stall,Capsule,4
12-07-24,Garcia-James,Urban,Metformin,PharmaTrust,2955.19,98,289608.62,2644.11,1850.87,Low Risk,0,52,77,High Risk,1,Powell Llc,WJ-52293-ZK,24-02-27,957.00,Low Risk,0,In-Store,Injection,3
12-07-24,George Group,Urban,Ciprofloxacin,HealthFirst,4572.25,96,438936,2610.77,1827.54,Low Risk,0,51,76,High Risk,1,"Brooks, Lam And Hayes",YK-47156-EC,20-03-26,616.00,Low Risk,0,Market Stall,Capsule,4
12-07-24,Gray-Mayo,Rural,Chloroquine,PharmaTrust,443.49,4,1773.96,2656.70,1859.69,High Risk,1,51,77,Low Risk,0,Morton-Chase,TU-71452-HF,23-07-25,376.00,Low Risk,0,Market Stall,Tablet,1
12-07-24,"Harris, Collins And Carney",Urban,Azithromycin,MediPlus,3994.61,54,215708.94,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Brown, Valdez And Lucas",FO-14324-CA,27-09-26,807.00,Low Risk,0,In-Store,Capsule,4
12-07-24,"Harris, Collins And Carney",Rural,Paracetamol,PharmaTrust,4318.29,61,263415.69,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,Gray Group,MB-29865-YX,22-07-25,375.00,Low Risk,0,Mobile Van,Syrup,2
12-07-24,"Henderson, Ramirez And Lewis",Urban,Paracetamol,MediPlus,3971.71,95,377312.45,2636.16,1845.31,Low Risk,0,49,74,High Risk,1,Gomez-Jenkins,JP-09587-SJ,10-10-25,455.00,Low Risk,0,Mobile Van,Tablet,1
12-07-24,Hickman Ltd,Rural,Azithromycin,FarmaTrust,2840.15,6,17040.9,2628.19,1839.74,Low Risk,0,50,75,Low Risk,0,"Washington, Ryan And Cummings",XW-47557-KK,01-01-26,538.00,Low Risk,0,Market Stall,Tablet,1
12-07-24,James Group,Urban,Coartem,MediPlus,215.4,15,3231,2523.47,1766.43,High Risk,1,51,77,Low Risk,0,Chapman And Sons,ZC-32497-DQ,26-09-25,441.00,Low Risk,0,In-Store,Injection,3
12-07-24,Morales-Jones,Urban,Chloroquine,HealthFirst,4763.82,34,161969.88,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,"Hensley, Powell And David",OT-69368-CJ,07-03-27,968.00,Low Risk,0,Market Stall,Capsule,4
12-07-24,"Reid, Ferguson And Sanchez",Urban,Chloroquine,BioCare,4916.82,32,157338.24,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,Jones-Young,UL-53597-QI,11-05-25,303.00,Low Risk,0,In-Store,Capsule,4
12-07-24,"Reid, Ferguson And Sanchez",Urban,Amlodipine,HealthFirst,910.14,60,54608.4,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,Morton-Chase,TG-62487-VZ,17-09-25,432.00,Low Risk,0,Mobile Van,Tablet,1
12-07-24,"Rodriguez, Figueroa And Sanchez",Urban,Azithromycin,PharmaTrust,909.45,19,17279.55,2628.19,1839.74,High Risk,1,50,75,Low Risk,0,Gray Group,BB-36399-ET,23-11-25,499.00,Low Risk,0,In-Store,Capsule,4
12-07-24,"Ross, Robinson And Bright",Urban,Chloroquine,MediPlus,4608.59,38,175126.42,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,"Hensley, Powell And David",EC-07811-GK,24-10-26,834.00,Low Risk,0,Market Stall,Injection,3
12-07-24,Spence Plc,Urban,Azithromycin,BioCare,1559.97,42,65518.74,2628.19,1839.74,High Risk,1,50,75,Low Risk,0,Jones Inc,WL-71894-IS,05-05-25,297.00,Low Risk,0,Mobile Van,Tablet,1
12-07-24,Williams And Sons,Urban,Coartem,FarmaTrust,3097.12,89,275643.68,2523.47,1766.43,Low Risk,0,51,77,High Risk,1,Gomez-Jenkins,AR-11567-LP,21-05-26,678.00,Low Risk,0,Mobile Van,Capsule,4
13-07-24,Anderson Group,Rural,Ibuprofen,MediPlus,2944.23,17,50051.91,2543.53,1780.47,Low Risk,0,49,73,Low Risk,0,Chapman And Sons,XI-20086-YL,18-10-26,827.00,Low Risk,0,Mobile Van,Capsule,4
13-07-24,"Baker, Mason And White",Urban,Amlodipine,HealthFirst,1125.81,84,94568.04,2698.49,1888.95,High Risk,1,51,77,High Risk,1,Jones Inc,OF-99626-DL,15-09-25,429.00,Low Risk,0,Mobile Van,Capsule,4
13-07-24,Carlson-Cruz,Rural,Metformin,BioCare,4646.9,80,371752,2644.11,1850.87,Low Risk,0,52,77,High Risk,1,Powell Llc,AM-90605-AZ,31-05-25,322.00,Low Risk,0,Market Stall,Capsule,4
13-07-24,Carlson-Cruz,Rural,Coartem,HealthFirst,4283.21,86,368356.06,2523.47,1766.43,Low Risk,0,51,77,High Risk,1,"Brown, Valdez And Lucas",ZQ-49093-JY,03-12-26,873.00,Low Risk,0,In-Store,Tablet,1
13-07-24,Doyle Ltd,Rural,Coartem,PharmaTrust,1877.99,60,112679.4,2523.47,1766.43,Low Risk,0,51,77,Low Risk,0,Walker Llc,ZF-80207-JP,31-07-26,748.00,Low Risk,0,Market Stall,Syrup,2
13-07-24,Doyle Ltd,Rural,Ibuprofen,BioCare,1622.64,66,107094.24,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,Novak Plc,KU-98311-UL,22-05-26,678.00,Low Risk,0,Mobile Van,Injection,3
13-07-24,"Dyer, Potter And Mack",Urban,Amlodipine,MediPlus,1446.36,43,62193.48,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,Novak And Sons,PZ-95275-ET,22-11-25,497.00,Low Risk,0,In-Store,Syrup,2
13-07-24,Galloway-Wyatt,Urban,Ibuprofen,HealthFirst,533.79,25,13344.75,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,"Brooks, Lam And Hayes",EG-56392-GD,30-06-26,717.00,Low Risk,0,In-Store,Capsule,4
13-07-24,"Guzman, Hoffman And Baldwin",Urban,Chloroquine,MediPlus,3937.77,18,70879.86,2656.70,1859.69,Low Risk,0,51,77,Low Risk,0,Novak Plc,IY-37970-DT,24-03-27,984.00,Low Risk,0,In-Store,Capsule,4
13-07-24,Harrell Llc,Rural,Paracetamol,BioCare,2310.75,34,78565.5,2636.16,1845.31,Low Risk,0,49,74,Low Risk,0,"Johnston, Sanchez And Kennedy",QS-36884-TP,09-07-25,361.00,Low Risk,0,Mobile-Van,Tablet,1
13-07-24,Hickman Ltd,Urban,Metformin,BioCare,2291.13,89,203910.57,2644.11,1850.87,Low Risk,0,52,77,High Risk,1,Lee-Davis,SC-39821-JR,08-02-27,940.00,Low Risk,0,In-Store,Tablet,1
13-07-24,Hickman Ltd,Urban,Ciprofloxacin,PharmaTrust,2632.37,41,107927.17,2610.77,1827.54,Low Risk,0,51,76,Low Risk,0,"Hensley, Powell And David",RM-13518-AJ,27-01-26,563.00,Low Risk,0,Market Stall,Tablet,1
13-07-24,Hickman Ltd,Urban,Metformin,MediPlus,3258.28,57,185721.96,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Lee-Davis,OE-11541-HL,04-02-27,936.00,Low Risk,0,Market Stall,Injection,3
13-07-24,"Hoffman, Baker And Richards",Urban,Metformin,BioCare,3285.61,24,78854.64,2644.11,1850.87,Low Risk,0,52,77,Low Risk,0,Wright And Sons,PD-78408-EK,02-02-26,569.00,Low Risk,0,In-Store,Capsule,4
13-07-24,James Group,Urban,Artemisinin,MediPlus,2933,53,155449,2588.57,1812.00,Low Risk,0,52,78,Low Risk,0,Chapman And Sons,HG-32640-MO,14-12-25,519.00,Low Risk,0,In-Store,Injection,3
13-07-24,James Group,Urban,Metformin,BioCare,1290.43,99,127752.57,2644.11,1850.87,High Risk,1,52,77,High Risk,1,Baxter Inc,SD-11942-EC,12-06-25,334.00,Low Risk,0,In-Store,Injection,3
13-07-24,"Martin, Rose And Obrien",Rural,Coartem,PharmaTrust,2154.54,44,94799.76,2523.47,1766.43,Low Risk,0,51,77,Low Risk,0,Jones Inc,UB-46549-YB,08-01-26,544.00,Low Risk,0,Mobile Van,Injection,3
13-07-24,"Martin, Rose And Obrien",Urban,Amoxicillin,MediPlus,4290.23,19,81514.37,2624.80,1837.36,Low Risk,0,51,76,Low Risk,0,Baxter Inc,SI-15005-NX,28-09-26,807.00,Low Risk,0,Market Stall,Syrup,2
13-07-24,"Mcclain, Miller And Henderson",Rural,Ibuprofen,PharmaTrust,1623.13,10,16231.3,2543.53,1780.47,High Risk,1,49,73,Low Risk,0,Walker Llc,AB-96885-TA,31-03-27,991.00,Low Risk,0,Market Stall,Capsule,4
13-07-24,"Mcclure, Ward And Lee",Urban,Artemisinin,BioCare,730.52,16,11688.32,2588.57,1812.00,High Risk,1,52,78,Low Risk,0,"Johnston, Sanchez And Kennedy",OZ-42883-KC,14-10-25,458.00,Low Risk,0,Mobile Van,Injection,3
13-07-24,"Mcclure, Ward And Lee",Urban,Amlodipine,MediPlus,1736.29,2,3472.58,2698.49,1888.95,High Risk,1,51,77,Low Risk,0,"Robinson, Jones And Welch",JZ-77939-AF,19-12-26,889.00,Low Risk,0,In-Store,Capsule,4
13-07-24,Perez Inc,Urban,Coartem,MediPlus,660.49,87,57462.63,2523.47,1766.43,High Risk,1,51,77,High Risk,1,Russell Group,JH-36664-RO,03-07-25,355.00,Low Risk,0,Mobile Van,Syrup,2
13-07-24,"Reid, Ferguson And Sanchez",Rural,Coartem,MediPlus,512.84,34,17436.56,2523.47,1766.43,High Risk,1,51,77,Low Risk,0,Jones Inc,YR-46066-MX,10-05-26,666.00,Low Risk,0,Market Stall,Injection,3
